dataset	tissue	cluster	hgnc	species_id	module	log2fc
gse128169	lung	macrophage_SPP1	SEPT11			1.045
gse128169	lung	macrophage_SPP1	HNRNPDL			-0.310
gse128169	lung	macrophage_SPP1	ARHGAP24			1.329
gse128169	lung	macrophage_SPP1	SPP1			2.588
gse128169	lung	macrophage_SPP1	ABCG2			1.510
gse128169	lung	macrophage_SPP1	AF213884.2			-1.698
gse128169	lung	macrophage_SPP1	UBE2D3			-0.434
gse128169	lung	macrophage_SPP1	CENPE			1.583
gse128169	lung	macrophage_SPP1	RPL34			-0.483
gse128169	lung	macrophage_SPP1	C4orf32			-0.518
gse128169	lung	macrophage_SPP1	ALPK1			0.790
gse128169	lung	macrophage_SPP1	EXOSC9			0.548
gse128169	lung	macrophage_SPP1	CCNA2			2.069
gse128169	lung	macrophage_SPP1	SPRY1			1.470
gse128169	lung	macrophage_SPP1	INTU			1.816
gse128169	lung	macrophage_SPP1	RP13-884E18.2			33.755
gse128169	lung	macrophage_SPP1	NAA15			0.376
gse128169	lung	macrophage_SPP1	MAML3			-0.553
gse128169	lung	macrophage_SPP1	SCOC			0.472
gse128169	lung	macrophage_SPP1	GATB			0.378
gse128169	lung	macrophage_SPP1	SFRP2			2.047
gse128169	lung	macrophage_SPP1	DDX60			1.128
gse128169	lung	macrophage_SPP1	HMGB2			-1.276
gse128169	lung	macrophage_SPP1	RP11-326I11.3			1.172
gse128169	lung	macrophage_SPP1	CENPU			1.478
gse128169	lung	macrophage_SPP1	AHRR			-3.773
gse128169	lung	macrophage_SPP1	NKD2			-1.654
gse128169	lung	macrophage_SPP1	MED10			-0.358
gse128169	lung	macrophage_SPP1	CMBL			1.125
gse128169	lung	macrophage_SPP1	FAM134B			1.578
gse128169	lung	macrophage_SPP1	RAI14			2.281
gse128169	lung	macrophage_SPP1	FYB			0.488
gse128169	lung	macrophage_SPP1	GPBP1			-0.418
gse128169	lung	macrophage_SPP1	CTC-534A2.2			-0.547
gse128169	lung	macrophage_SPP1	SGTB			0.552
gse128169	lung	macrophage_SPP1	NLN			1.094
gse128169	lung	macrophage_SPP1	CTD-2376I4.2			1.464
gse128169	lung	macrophage_SPP1	BTF3			-0.270
gse128169	lung	macrophage_SPP1	HMGCR			-0.739
gse128169	lung	macrophage_SPP1	ZBED3-AS1			1.338
gse128169	lung	macrophage_SPP1	WDR41			0.341
gse128169	lung	macrophage_SPP1	FAM151B			0.711
gse128169	lung	macrophage_SPP1	CCNH			-0.526
gse128169	lung	macrophage_SPP1	ARRDC3			-1.030
gse128169	lung	macrophage_SPP1	SNX24			0.784
gse128169	lung	macrophage_SPP1	PPIC			0.890
gse128169	lung	macrophage_SPP1	ALDH7A1			1.197
gse128169	lung	macrophage_SPP1	MARCH3			-0.806
gse128169	lung	macrophage_SPP1	LINC01184			0.776
gse128169	lung	macrophage_SPP1	ACSL6			-1.826
gse128169	lung	macrophage_SPP1	PDLIM4			1.353
gse128169	lung	macrophage_SPP1	SLC22A4			-0.668
gse128169	lung	macrophage_SPP1	AC116366.6			2.284
gse128169	lung	macrophage_SPP1	RP11-215P8.3			-0.945
gse128169	lung	macrophage_SPP1	CAMLG			-0.321
gse128169	lung	macrophage_SPP1	PCBD2			0.637
gse128169	lung	macrophage_SPP1	HNRNPA0			-0.663
gse128169	lung	macrophage_SPP1	FAM53C			-0.556
gse128169	lung	macrophage_SPP1	PAIP2			-0.504
gse128169	lung	macrophage_SPP1	ANKHD1			-0.647
gse128169	lung	macrophage_SPP1	APBB3			-1.345
gse128169	lung	macrophage_SPP1	ADRB2			-0.745
gse128169	lung	macrophage_SPP1	AFAP1L1			3.167
gse128169	lung	macrophage_SPP1	RPS14			-0.386
gse128169	lung	macrophage_SPP1	GM2A			1.225
gse128169	lung	macrophage_SPP1	SPARC			2.308
gse128169	lung	macrophage_SPP1	CYFIP2			-1.368
gse128169	lung	macrophage_SPP1	HMMR			2.272
gse128169	lung	macrophage_SPP1	CTB-178M22.2			-3.291
gse128169	lung	macrophage_SPP1	RNF44			-0.533
gse128169	lung	macrophage_SPP1	FGFR4			-3.032
gse128169	lung	macrophage_SPP1	MAML1	MAML__nuc	M3	-0.684
gse128169	lung	macrophage_SPP1	TBC1D9B			0.227
gse128169	lung	macrophage_SPP1	TUBB2A			-0.818
gse128169	lung	macrophage_SPP1	F13A1			-1.364
gse128169	lung	macrophage_SPP1	TMEM170B			-0.877
gse128169	lung	macrophage_SPP1	ADTRP			1.647
gse128169	lung	macrophage_SPP1	MYLIP			-0.522
gse128169	lung	macrophage_SPP1	GMPR			1.361
gse128169	lung	macrophage_SPP1	ALDH5A1			2.905
gse128169	lung	macrophage_SPP1	ACOT13			0.749
gse128169	lung	macrophage_SPP1	HIST1H4J			-0.956
gse128169	lung	macrophage_SPP1	ZNRD1			0.383
gse128169	lung	macrophage_SPP1	IER3			-1.025
gse128169	lung	macrophage_SPP1	TNF			-1.328
gse128169	lung	macrophage_SPP1	C2			1.043
gse128169	lung	macrophage_SPP1	STK19			-0.303
gse128169	lung	macrophage_SPP1	AGER			-2.271
gse128169	lung	macrophage_SPP1	HLA-DQA2			-5.663
gse128169	lung	macrophage_SPP1	RPL10A			-0.363
gse128169	lung	macrophage_SPP1	PNPLA1			-2.391
gse128169	lung	macrophage_SPP1	SRSF3			-0.322
gse128169	lung	macrophage_SPP1	GLO1			-0.518
gse128169	lung	macrophage_SPP1	TREM2			0.997
gse128169	lung	macrophage_SPP1	TBCC			-0.449
gse128169	lung	macrophage_SPP1	PEX6			-1.251
gse128169	lung	macrophage_SPP1	RRP36			0.452
gse128169	lung	macrophage_SPP1	MAD2L1BP			-0.568
gse128169	lung	macrophage_SPP1	PLA2G7			1.032
gse128169	lung	macrophage_SPP1	LCA5			2.501
gse128169	lung	macrophage_SPP1	COQ3			0.893
gse128169	lung	macrophage_SPP1	RWDD1			-0.212
gse128169	lung	macrophage_SPP1	NCOA7			0.790
gse128169	lung	macrophage_SPP1	CENPW			0.643
gse128169	lung	macrophage_SPP1	L3MBTL3			-0.763
gse128169	lung	macrophage_SPP1	RP11-557H15.4			4.479
gse128169	lung	macrophage_SPP1	HECA			-0.738
gse128169	lung	macrophage_SPP1	AKAP12			-1.519
gse128169	lung	macrophage_SPP1	DYNLT1			-0.358
gse128169	lung	macrophage_SPP1	RP1-111C20.3			1.727
gse128169	lung	macrophage_SPP1	FAM20C			1.303
gse128169	lung	macrophage_SPP1	PRKAR1B			1.233
gse128169	lung	macrophage_SPP1	ADAP1			-0.691
gse128169	lung	macrophage_SPP1	COX19			-0.414
gse128169	lung	macrophage_SPP1	LFNG			-0.978
gse128169	lung	macrophage_SPP1	GNA12			-0.653
gse128169	lung	macrophage_SPP1	TWISTNB			-0.776
gse128169	lung	macrophage_SPP1	IGF2BP3			2.226
gse128169	lung	macrophage_SPP1	MPP6			1.075
gse128169	lung	macrophage_SPP1	DFNA5			1.827
gse128169	lung	macrophage_SPP1	HOTAIRM1			-0.692
gse128169	lung	macrophage_SPP1	SCRN1			0.520
gse128169	lung	macrophage_SPP1	LINC01176			-1.219
gse128169	lung	macrophage_SPP1	EEPD1			0.930
gse128169	lung	macrophage_SPP1	TRGC2			-1.054
gse128169	lung	macrophage_SPP1	YAE1D1			0.561
gse128169	lung	macrophage_SPP1	MRPS24			-1.342
gse128169	lung	macrophage_SPP1	ERV3-1			-0.815
gse128169	lung	macrophage_SPP1	SBDS			-0.394
gse128169	lung	macrophage_SPP1	LAT2			-0.861
gse128169	lung	macrophage_SPP1	CLIP2			-0.586
gse128169	lung	macrophage_SPP1	SEMA3C			1.065
gse128169	lung	macrophage_SPP1	DMTF1			-0.471
gse128169	lung	macrophage_SPP1	FAM133B			-0.278
gse128169	lung	macrophage_SPP1	ASNS			1.116
gse128169	lung	macrophage_SPP1	SMURF1	SMURF1__nuc	M2	-0.458
gse128169	lung	macrophage_SPP1	ZNF394			-0.497
gse128169	lung	macrophage_SPP1	PILRB			-0.734
gse128169	lung	macrophage_SPP1	MEPCE			-0.429
gse128169	lung	macrophage_SPP1	IFT22			1.138
gse128169	lung	macrophage_SPP1	HBP1			-0.613
gse128169	lung	macrophage_SPP1	IFRD1			-0.477
gse128169	lung	macrophage_SPP1	GCC1			-0.407
gse128169	lung	macrophage_SPP1	MKRN1			-0.371
gse128169	lung	macrophage_SPP1	KIAA1147			-0.851
gse128169	lung	macrophage_SPP1	ZNF467			-1.026
gse128169	lung	macrophage_SPP1	DNAJB6			-0.683
gse128169	lung	macrophage_SPP1	RP11-452C13.1			1.163
gse128169	lung	macrophage_SPP1	PLCXD1			-0.923
gse128169	lung	macrophage_SPP1	SYAP1			-0.797
gse128169	lung	macrophage_SPP1	RP2			-0.398
gse128169	lung	macrophage_SPP1	CDK16			-0.499
gse128169	lung	macrophage_SPP1	PQBP1			-0.562
gse128169	lung	macrophage_SPP1	PIM2			-1.072
gse128169	lung	macrophage_SPP1	OTUD5			-0.379
gse128169	lung	macrophage_SPP1	WDR45			-0.244
gse128169	lung	macrophage_SPP1	KIF4A			2.757
gse128169	lung	macrophage_SPP1	ACRC			-1.199
gse128169	lung	macrophage_SPP1	APOOL			0.680
gse128169	lung	macrophage_SPP1	ARMCX4			-0.877
gse128169	lung	macrophage_SPP1	ARMCX1			-0.401
gse128169	lung	macrophage_SPP1	BEX4			-0.428
gse128169	lung	macrophage_SPP1	CHRDL1			-2.547
gse128169	lung	macrophage_SPP1	ALG13			-0.475
gse128169	lung	macrophage_SPP1	RPL39			-0.399
gse128169	lung	macrophage_SPP1	TMEM255A			2.101
gse128169	lung	macrophage_SPP1	ELF4			-0.539
gse128169	lung	macrophage_SPP1	SMIM10			1.267
gse128169	lung	macrophage_SPP1	RBMX			-0.388
gse128169	lung	macrophage_SPP1	TMEM185A			-0.567
gse128169	lung	macrophage_SPP1	BCAP31			0.447
gse128169	lung	macrophage_SPP1	MECP2			-0.566
gse128169	lung	macrophage_SPP1	TKTL1			-1.657
gse128169	lung	macrophage_SPP1	XX-FW83128A1.2			-2.277
gse128169	lung	macrophage_SPP1	RPL10			-0.398
gse128169	lung	macrophage_SPP1	UBL4A			0.307
gse128169	lung	macrophage_SPP1	FAM3A			0.280
gse128169	lung	macrophage_SPP1	KBTBD11			-1.289
gse128169	lung	macrophage_SPP1	MYOM2			-1.275
gse128169	lung	macrophage_SPP1	MTMR9			-0.431
gse128169	lung	macrophage_SPP1	PSD3			1.910
gse128169	lung	macrophage_SPP1	REEP4			-0.364
gse128169	lung	macrophage_SPP1	BIN3			-0.611
gse128169	lung	macrophage_SPP1	TNFRSF10B			-0.656
gse128169	lung	macrophage_SPP1	CDCA2			2.327
gse128169	lung	macrophage_SPP1	BNIP3L			-1.133
gse128169	lung	macrophage_SPP1	PBK			4.308
gse128169	lung	macrophage_SPP1	EXTL3			-0.647
gse128169	lung	macrophage_SPP1	SARAF			-0.378
gse128169	lung	macrophage_SPP1	RP11-51J9.5			-0.787
gse128169	lung	macrophage_SPP1	RP11-863K10.7			-1.713
gse128169	lung	macrophage_SPP1	ADRB3			-2.155
gse128169	lung	macrophage_SPP1	HTRA4			2.182
gse128169	lung	macrophage_SPP1	RNF170			0.348
gse128169	lung	macrophage_SPP1	CEBPD			-0.848
gse128169	lung	macrophage_SPP1	UBXN2B			-0.482
gse128169	lung	macrophage_SPP1	RP11-25K19.1			-1.485
gse128169	lung	macrophage_SPP1	C8orf44			-0.777
gse128169	lung	macrophage_SPP1	SBSPON			-3.978
gse128169	lung	macrophage_SPP1	RPL7			-0.273
gse128169	lung	macrophage_SPP1	RP11-363E6.3			1.970
gse128169	lung	macrophage_SPP1	FABP5			0.886
gse128169	lung	macrophage_SPP1	ATP6V0D2			2.840
gse128169	lung	macrophage_SPP1	TMEM64			-0.769
gse128169	lung	macrophage_SPP1	CDH17			-2.792
gse128169	lung	macrophage_SPP1	PLEKHF2			-0.608
gse128169	lung	macrophage_SPP1	MTERF3			0.783
gse128169	lung	macrophage_SPP1	SDC2			1.224
gse128169	lung	macrophage_SPP1	STK3			0.575
gse128169	lung	macrophage_SPP1	UBR5-AS1			-1.026
gse128169	lung	macrophage_SPP1	DCSTAMP			2.358
gse128169	lung	macrophage_SPP1	MED30			-0.474
gse128169	lung	macrophage_SPP1	DERL1			0.431
gse128169	lung	macrophage_SPP1	KHDRBS3			-1.404
gse128169	lung	macrophage_SPP1	AGO2			-0.637
gse128169	lung	macrophage_SPP1	GLI4			-0.576
gse128169	lung	macrophage_SPP1	EXOSC4			0.483
gse128169	lung	macrophage_SPP1	ADCK5			-0.512
gse128169	lung	macrophage_SPP1	CPSF1			-0.346
gse128169	lung	macrophage_SPP1	PLGRKT			0.773
gse128169	lung	macrophage_SPP1	KDM4C			-0.616
gse128169	lung	macrophage_SPP1	CDKN2B			-1.011
gse128169	lung	macrophage_SPP1	C9orf72			-0.804
gse128169	lung	macrophage_SPP1	DDX58	DDX58__cyto	ssc_tier1	1.147
gse128169	lung	macrophage_SPP1	SMU1			-0.429
gse128169	lung	macrophage_SPP1	GBA2			-0.792
gse128169	lung	macrophage_SPP1	RP11-262H14.4			-1.194
gse128169	lung	macrophage_SPP1	PSAT1			2.097
gse128169	lung	macrophage_SPP1	TLE4			-0.600
gse128169	lung	macrophage_SPP1	SLC28A3			3.330
gse128169	lung	macrophage_SPP1	ISCA1			-0.305
gse128169	lung	macrophage_SPP1	AAED1			-0.265
gse128169	lung	macrophage_SPP1	TMOD1			-1.104
gse128169	lung	macrophage_SPP1	GALNT12			2.388
gse128169	lung	macrophage_SPP1	ALG2			-0.441
gse128169	lung	macrophage_SPP1	DNAJC25			0.463
gse128169	lung	macrophage_SPP1	FKBP15			0.654
gse128169	lung	macrophage_SPP1	SLC31A1			0.621
gse128169	lung	macrophage_SPP1	TNFSF15			2.454
gse128169	lung	macrophage_SPP1	STRBP			0.460
gse128169	lung	macrophage_SPP1	PBX3			0.858
gse128169	lung	macrophage_SPP1	TOR2A			-0.428
gse128169	lung	macrophage_SPP1	CIZ1			0.502
gse128169	lung	macrophage_SPP1	WDR34			0.998
gse128169	lung	macrophage_SPP1	USP20			-1.051
gse128169	lung	macrophage_SPP1	NUP214			-0.613
gse128169	lung	macrophage_SPP1	RXRA			-0.325
gse128169	lung	macrophage_SPP1	NOTCH1	NOTCH1__cyto	M3	-0.860
gse128169	lung	macrophage_SPP1	NSMF			-0.772
gse128169	lung	macrophage_SPP1	ATHL1			-1.371
gse128169	lung	macrophage_SPP1	MIR210HG			3.758
gse128169	lung	macrophage_SPP1	TSPAN4			0.665
gse128169	lung	macrophage_SPP1	CDKN1C			-1.252
gse128169	lung	macrophage_SPP1	SLC22A18			0.718
gse128169	lung	macrophage_SPP1	HBB			2.728
gse128169	lung	macrophage_SPP1	TRIM6			1.619
gse128169	lung	macrophage_SPP1	SMPD1			0.663
gse128169	lung	macrophage_SPP1	TRIM3			-0.745
gse128169	lung	macrophage_SPP1	TAF10			0.519
gse128169	lung	macrophage_SPP1	RP11-732A19.9			-1.271
gse128169	lung	macrophage_SPP1	MRPL17			0.640
gse128169	lung	macrophage_SPP1	AKIP1			0.431
gse128169	lung	macrophage_SPP1	CTD-2371O3.3			-0.992
gse128169	lung	macrophage_SPP1	CYP2R1			-0.829
gse128169	lung	macrophage_SPP1	SAA1			-2.230
gse128169	lung	macrophage_SPP1	SLC1A2			3.722
gse128169	lung	macrophage_SPP1	MDK			1.230
gse128169	lung	macrophage_SPP1	ZNF408			-0.791
gse128169	lung	macrophage_SPP1	ACP2			0.874
gse128169	lung	macrophage_SPP1	TIMM10			-0.498
gse128169	lung	macrophage_SPP1	CLP1			-0.427
gse128169	lung	macrophage_SPP1	PATL1			0.443
gse128169	lung	macrophage_SPP1	METTL12			-0.731
gse128169	lung	macrophage_SPP1	NXF1			-0.518
gse128169	lung	macrophage_SPP1	STX5			-0.449
gse128169	lung	macrophage_SPP1	WDR74			0.318
gse128169	lung	macrophage_SPP1	PLCB3			-0.402
gse128169	lung	macrophage_SPP1	AP003774.6			-2.317
gse128169	lung	macrophage_SPP1	CDC42EP2			-2.943
gse128169	lung	macrophage_SPP1	NEAT1			-0.374
gse128169	lung	macrophage_SPP1	LTBP3			0.669
gse128169	lung	macrophage_SPP1	FAM89B			0.698
gse128169	lung	macrophage_SPP1	RNASEH2C			-0.297
gse128169	lung	macrophage_SPP1	KLC2			-0.929
gse128169	lung	macrophage_SPP1	RIN1			-0.864
gse128169	lung	macrophage_SPP1	RBM14			-0.787
gse128169	lung	macrophage_SPP1	PC			1.008
gse128169	lung	macrophage_SPP1	RP5-903G2.2			-3.069
gse128169	lung	macrophage_SPP1	UNC93B1			0.380
gse128169	lung	macrophage_SPP1	C11orf24			-0.682
gse128169	lung	macrophage_SPP1	LRP5			-1.863
gse128169	lung	macrophage_SPP1	CPT1A			-0.594
gse128169	lung	macrophage_SPP1	RP11-660L16.2			-1.029
gse128169	lung	macrophage_SPP1	FOLR3			3.092
gse128169	lung	macrophage_SPP1	PDE2A			-1.562
gse128169	lung	macrophage_SPP1	RELT			-0.645
gse128169	lung	macrophage_SPP1	DDIAS			1.699
gse128169	lung	macrophage_SPP1	RAB30-AS1			-0.328
gse128169	lung	macrophage_SPP1	ME3			1.110
gse128169	lung	macrophage_SPP1	ENDOD1			1.323
gse128169	lung	macrophage_SPP1	FDX1			1.181
gse128169	lung	macrophage_SPP1	C11orf1			0.544
gse128169	lung	macrophage_SPP1	PIH1D2			1.605
gse128169	lung	macrophage_SPP1	RBM7			-0.562
gse128169	lung	macrophage_SPP1	RPS25			-0.326
gse128169	lung	macrophage_SPP1	HINFP			-0.524
gse128169	lung	macrophage_SPP1	SC5D			-0.376
gse128169	lung	macrophage_SPP1	TBRG1			-0.352
gse128169	lung	macrophage_SPP1	CCDC15			1.351
gse128169	lung	macrophage_SPP1	RP11-712L6.5			-1.510
gse128169	lung	macrophage_SPP1	KCNJ5			3.340
gse128169	lung	macrophage_SPP1	TMEM45B			-2.178
gse128169	lung	macrophage_SPP1	LINC00167			30.869
gse128169	lung	macrophage_SPP1	ACAD8			-0.515
gse128169	lung	macrophage_SPP1	AKR1C1			-4.908
gse128169	lung	macrophage_SPP1	ITIH2			30.869
gse128169	lung	macrophage_SPP1	HACD1			0.777
gse128169	lung	macrophage_SPP1	TMEM236			-0.880
gse128169	lung	macrophage_SPP1	NEBL			-1.261
gse128169	lung	macrophage_SPP1	ITGB1			0.283
gse128169	lung	macrophage_SPP1	HNRNPF			-0.303
gse128169	lung	macrophage_SPP1	HNRNPH3			-0.383
gse128169	lung	macrophage_SPP1	SLC29A3			1.700
gse128169	lung	macrophage_SPP1	PSAP			0.586
gse128169	lung	macrophage_SPP1	ANAPC16			-0.280
gse128169	lung	macrophage_SPP1	DDIT4			-1.026
gse128169	lung	macrophage_SPP1	ZSWIM8			-0.389
gse128169	lung	macrophage_SPP1	C10orf11			0.519
gse128169	lung	macrophage_SPP1	NUTM2B-AS1			-0.430
gse128169	lung	macrophage_SPP1	RP11-182L21.6			-0.647
gse128169	lung	macrophage_SPP1	FAM213A			1.216
gse128169	lung	macrophage_SPP1	RP11-96C23.15			-1.660
gse128169	lung	macrophage_SPP1	LIPA			1.390
gse128169	lung	macrophage_SPP1	IFIT3	IFIT3__cyto	M1	1.219
gse128169	lung	macrophage_SPP1	PCGF5			-0.476
gse128169	lung	macrophage_SPP1	EXOC6			0.577
gse128169	lung	macrophage_SPP1	MYOF			0.695
gse128169	lung	macrophage_SPP1	CEP55			2.786
gse128169	lung	macrophage_SPP1	RBP4			1.985
gse128169	lung	macrophage_SPP1	BLNK			0.633
gse128169	lung	macrophage_SPP1	GOLGA7B			2.423
gse128169	lung	macrophage_SPP1	DNMBP			-1.513
gse128169	lung	macrophage_SPP1	SCD			1.450
gse128169	lung	macrophage_SPP1	DPCD			0.873
gse128169	lung	macrophage_SPP1	KCNIP2			-1.654
gse128169	lung	macrophage_SPP1	RP11-47A8.5			-0.870
gse128169	lung	macrophage_SPP1	CALHM3			-2.667
gse128169	lung	macrophage_SPP1	ZDHHC6			-0.423
gse128169	lung	macrophage_SPP1	FAM45A			-0.550
gse128169	lung	macrophage_SPP1	ACADSB			0.776
gse128169	lung	macrophage_SPP1	PTPRE			-0.571
gse128169	lung	macrophage_SPP1	PWWP2B			-0.594
gse128169	lung	macrophage_SPP1	INPP5A			-1.440
gse128169	lung	macrophage_SPP1	CACNA2D4			-1.068
gse128169	lung	macrophage_SPP1	RHNO1			0.365
gse128169	lung	macrophage_SPP1	PARP11			0.486
gse128169	lung	macrophage_SPP1	C12orf4			1.000
gse128169	lung	macrophage_SPP1	RAD51AP1			1.289
gse128169	lung	macrophage_SPP1	VAMP1			-0.941
gse128169	lung	macrophage_SPP1	LRRC23			0.634
gse128169	lung	macrophage_SPP1	SLC2A14			3.121
gse128169	lung	macrophage_SPP1	CLEC2B			-0.444
gse128169	lung	macrophage_SPP1	CLEC7A			-0.550
gse128169	lung	macrophage_SPP1	GABARAPL1			-0.611
gse128169	lung	macrophage_SPP1	RP11-392P7.6			2.452
gse128169	lung	macrophage_SPP1	PLBD1			0.836
gse128169	lung	macrophage_SPP1	KRAS			-0.276
gse128169	lung	macrophage_SPP1	TM7SF3			0.643
gse128169	lung	macrophage_SPP1	MED21			-0.480
gse128169	lung	macrophage_SPP1	ALG10B			0.752
gse128169	lung	macrophage_SPP1	VDR			-1.232
gse128169	lung	macrophage_SPP1	LIMA1			1.249
gse128169	lung	macrophage_SPP1	SMAGP			-1.335
gse128169	lung	macrophage_SPP1	RAB5B			-0.394
gse128169	lung	macrophage_SPP1	RPL41			-0.502
gse128169	lung	macrophage_SPP1	IL23A			-2.153
gse128169	lung	macrophage_SPP1	HSD17B6			-2.699
gse128169	lung	macrophage_SPP1	STAT6	STAT6__cyto	crosstalk	-0.387
gse128169	lung	macrophage_SPP1	ARHGAP9			-0.727
gse128169	lung	macrophage_SPP1	CTDSP2			-0.474
gse128169	lung	macrophage_SPP1	RAB3IP			-0.927
gse128169	lung	macrophage_SPP1	BTG1			-0.877
gse128169	lung	macrophage_SPP1	RP11-796E2.4			-0.808
gse128169	lung	macrophage_SPP1	SOCS2			-0.767
gse128169	lung	macrophage_SPP1	UTP20			0.670
gse128169	lung	macrophage_SPP1	CHST11			0.496
gse128169	lung	macrophage_SPP1	CRY1			-0.905
gse128169	lung	macrophage_SPP1	FICD			-0.521
gse128169	lung	macrophage_SPP1	FAM222A			-1.876
gse128169	lung	macrophage_SPP1	TCTN1			1.207
gse128169	lung	macrophage_SPP1	PPP1CC			-0.357
gse128169	lung	macrophage_SPP1	SH2B3			-0.475
gse128169	lung	macrophage_SPP1	OAS2			0.863
gse128169	lung	macrophage_SPP1	SDS			1.391
gse128169	lung	macrophage_SPP1	SDSL			0.852
gse128169	lung	macrophage_SPP1	HRK			3.609
gse128169	lung	macrophage_SPP1	HSPB8			-2.090
gse128169	lung	macrophage_SPP1	RNF10			-0.325
gse128169	lung	macrophage_SPP1	P2RX7			0.822
gse128169	lung	macrophage_SPP1	LINC01089			-0.513
gse128169	lung	macrophage_SPP1	VPS37B			-0.755
gse128169	lung	macrophage_SPP1	SBNO1			-0.240
gse128169	lung	macrophage_SPP1	RILPL2			-0.738
gse128169	lung	macrophage_SPP1	RILPL1			2.702
gse128169	lung	macrophage_SPP1	UBC			-0.491
gse128169	lung	macrophage_SPP1	ULK1			-0.771
gse128169	lung	macrophage_SPP1	LATS2			-0.697
gse128169	lung	macrophage_SPP1	LATS2-AS1			-1.102
gse128169	lung	macrophage_SPP1	RP11-380N8.7			-1.357
gse128169	lung	macrophage_SPP1	RPL21			-0.337
gse128169	lung	macrophage_SPP1	GTF3A			0.428
gse128169	lung	macrophage_SPP1	LNX2			-0.967
gse128169	lung	macrophage_SPP1	FLT3			-1.633
gse128169	lung	macrophage_SPP1	N4BP2L1			-0.730
gse128169	lung	macrophage_SPP1	MRPS31			0.488
gse128169	lung	macrophage_SPP1	COG3			-0.627
gse128169	lung	macrophage_SPP1	PHF11			0.358
gse128169	lung	macrophage_SPP1	TRIM13			-0.576
gse128169	lung	macrophage_SPP1	WDFY2			-0.339
gse128169	lung	macrophage_SPP1	RP11-93H24.3			-1.350
gse128169	lung	macrophage_SPP1	DIAPH3			2.376
gse128169	lung	macrophage_SPP1	TDRD3			1.543
gse128169	lung	macrophage_SPP1	SCEL			-2.387
gse128169	lung	macrophage_SPP1	NDFIP2			0.938
gse128169	lung	macrophage_SPP1	COL4A1			2.487
gse128169	lung	macrophage_SPP1	CARS2			0.548
gse128169	lung	macrophage_SPP1	LINC00346			-1.388
gse128169	lung	macrophage_SPP1	ANKRD10			-0.321
gse128169	lung	macrophage_SPP1	TFDP1			-0.791
gse128169	lung	macrophage_SPP1	RPPH1			-1.514
gse128169	lung	macrophage_SPP1	SLC7A8			1.045
gse128169	lung	macrophage_SPP1	BCL2L2			-0.550
gse128169	lung	macrophage_SPP1	DHRS4			0.851
gse128169	lung	macrophage_SPP1	PCK2			0.976
gse128169	lung	macrophage_SPP1	SCFD1			0.236
gse128169	lung	macrophage_SPP1	NFKBIA			-0.788
gse128169	lung	macrophage_SPP1	FBXO33			-0.433
gse128169	lung	macrophage_SPP1	RPL36AL			-0.344
gse128169	lung	macrophage_SPP1	VCPKMT			-0.525
gse128169	lung	macrophage_SPP1	CDKN3			1.608
gse128169	lung	macrophage_SPP1	MAPK1IP1L			-0.362
gse128169	lung	macrophage_SPP1	LGALS3			0.904
gse128169	lung	macrophage_SPP1	DLGAP5			3.026
gse128169	lung	macrophage_SPP1	FBXO34			-0.620
gse128169	lung	macrophage_SPP1	PELI2			-0.694
gse128169	lung	macrophage_SPP1	PSMA3-AS1			-0.396
gse128169	lung	macrophage_SPP1	TRMT5			0.844
gse128169	lung	macrophage_SPP1	SLC38A6			0.793
gse128169	lung	macrophage_SPP1	HIF1A-AS2			1.368
gse128169	lung	macrophage_SPP1	FAM71D			-1.351
gse128169	lung	macrophage_SPP1	VTI1B			0.461
gse128169	lung	macrophage_SPP1	PSEN1			-0.415
gse128169	lung	macrophage_SPP1	ACOT4			1.300
gse128169	lung	macrophage_SPP1	RP3-414A15.10			1.253
gse128169	lung	macrophage_SPP1	ENTPD5			0.895
gse128169	lung	macrophage_SPP1	LGMN			1.605
gse128169	lung	macrophage_SPP1	ITPK1-AS1			-2.792
gse128169	lung	macrophage_SPP1	OTUB2			-0.867
gse128169	lung	macrophage_SPP1	IFI27L1			0.565
gse128169	lung	macrophage_SPP1	IFI27	IFI27__mito	M1	2.221
gse128169	lung	macrophage_SPP1	WDR25			0.732
gse128169	lung	macrophage_SPP1	WDR20			-0.366
gse128169	lung	macrophage_SPP1	AHNAK2			2.214
gse128169	lung	macrophage_SPP1	GPR132			-1.448
gse128169	lung	macrophage_SPP1	BTBD6			0.606
gse128169	lung	macrophage_SPP1	IGHA2			7.370
gse128169	lung	macrophage_SPP1	TYRO3			-1.240
gse128169	lung	macrophage_SPP1	SPTBN5			-1.514
gse128169	lung	macrophage_SPP1	TRIM69			0.656
gse128169	lung	macrophage_SPP1	SQRDL			0.434
gse128169	lung	macrophage_SPP1	LEO1			1.219
gse128169	lung	macrophage_SPP1	MYZAP			-1.452
gse128169	lung	macrophage_SPP1	ADAM10			0.647
gse128169	lung	macrophage_SPP1	MAP2K1			-0.836
gse128169	lung	macrophage_SPP1	PAQR5			1.008
gse128169	lung	macrophage_SPP1	RPLP1			-0.281
gse128169	lung	macrophage_SPP1	CD276			1.094
gse128169	lung	macrophage_SPP1	CYP1A1			-4.239
gse128169	lung	macrophage_SPP1	C15orf39			-0.999
gse128169	lung	macrophage_SPP1	SIN3A			-0.448
gse128169	lung	macrophage_SPP1	MESDC2			0.350
gse128169	lung	macrophage_SPP1	STARD5			-0.769
