dataset	tissue	cluster	hgnc	species_id	module	log2fc
gse210395	pbmc	monocyte_nonclassical	MESD			0.359
gse210395	pbmc	monocyte_nonclassical	METRNL			-0.444
gse210395	pbmc	monocyte_nonclassical	METTL15			0.818
gse210395	pbmc	monocyte_nonclassical	METTL2A			1.555
gse210395	pbmc	monocyte_nonclassical	METTL2B			0.959
gse210395	pbmc	monocyte_nonclassical	METTL5			0.582
gse210395	pbmc	monocyte_nonclassical	METTL6			0.990
gse210395	pbmc	monocyte_nonclassical	METTL7A			0.491
gse210395	pbmc	monocyte_nonclassical	MEX3C			-0.583
gse210395	pbmc	monocyte_nonclassical	MFSD12			-0.321
gse210395	pbmc	monocyte_nonclassical	MFSD4B			0.889
gse210395	pbmc	monocyte_nonclassical	MGA			1.295
gse210395	pbmc	monocyte_nonclassical	MGAT1			-0.386
gse210395	pbmc	monocyte_nonclassical	MGAT4A			-0.914
gse210395	pbmc	monocyte_nonclassical	MGAT4B			-0.491
gse210395	pbmc	monocyte_nonclassical	MGRN1			-0.353
gse210395	pbmc	monocyte_nonclassical	MGST3			0.708
gse210395	pbmc	monocyte_nonclassical	MIEF1			-0.715
gse210395	pbmc	monocyte_nonclassical	MIEN1			0.566
gse210395	pbmc	monocyte_nonclassical	MIER2			-0.556
gse210395	pbmc	monocyte_nonclassical	MINCR			1.242
gse210395	pbmc	monocyte_nonclassical	MIR22HG			-0.499
gse210395	pbmc	monocyte_nonclassical	MIS18A			1.016
gse210395	pbmc	monocyte_nonclassical	MITD1			0.662
gse210395	pbmc	monocyte_nonclassical	MKNK2			-0.575
gse210395	pbmc	monocyte_nonclassical	MKRN1			-0.322
gse210395	pbmc	monocyte_nonclassical	MLH3			1.293
gse210395	pbmc	monocyte_nonclassical	MLKL			0.808
gse210395	pbmc	monocyte_nonclassical	MLLT10			0.691
gse210395	pbmc	monocyte_nonclassical	MLYCD			0.672
gse210395	pbmc	monocyte_nonclassical	MMD			-1.031
gse210395	pbmc	monocyte_nonclassical	MNAT1			0.653
gse210395	pbmc	monocyte_nonclassical	MNDA			1.675
gse210395	pbmc	monocyte_nonclassical	MNT			-0.341
gse210395	pbmc	monocyte_nonclassical	MOB1A			0.290
gse210395	pbmc	monocyte_nonclassical	MOB2			0.491
gse210395	pbmc	monocyte_nonclassical	MOB3A			0.410
gse210395	pbmc	monocyte_nonclassical	MOCS2			0.887
gse210395	pbmc	monocyte_nonclassical	MON1A			1.036
gse210395	pbmc	monocyte_nonclassical	MORN2			1.152
gse210395	pbmc	monocyte_nonclassical	MOSPD2			1.293
gse210395	pbmc	monocyte_nonclassical	MOV10			0.401
gse210395	pbmc	monocyte_nonclassical	MPEG1			0.874
gse210395	pbmc	monocyte_nonclassical	MPHOSPH8			1.006
gse210395	pbmc	monocyte_nonclassical	MPLKIP			0.847
gse210395	pbmc	monocyte_nonclassical	MR1			0.686
gse210395	pbmc	monocyte_nonclassical	MRE11			0.630
gse210395	pbmc	monocyte_nonclassical	MRFAP1			0.407
gse210395	pbmc	monocyte_nonclassical	MRGBP			-0.702
gse210395	pbmc	monocyte_nonclassical	MRM3			0.751
gse210395	pbmc	monocyte_nonclassical	MRPL12			0.628
gse210395	pbmc	monocyte_nonclassical	MRPL13			0.996
gse210395	pbmc	monocyte_nonclassical	MRPL14			0.582
gse210395	pbmc	monocyte_nonclassical	MRPL15			0.455
gse210395	pbmc	monocyte_nonclassical	MRPL18			0.945
gse210395	pbmc	monocyte_nonclassical	MRPL2			0.361
gse210395	pbmc	monocyte_nonclassical	MRPL20			0.792
gse210395	pbmc	monocyte_nonclassical	MRPL22			0.649
gse210395	pbmc	monocyte_nonclassical	MRPL23			0.449
gse210395	pbmc	monocyte_nonclassical	MRPL24			0.632
gse210395	pbmc	monocyte_nonclassical	MRPL27			1.575
gse210395	pbmc	monocyte_nonclassical	MRPL3			0.895
gse210395	pbmc	monocyte_nonclassical	MRPL32			0.682
gse210395	pbmc	monocyte_nonclassical	MRPL33			0.339
gse210395	pbmc	monocyte_nonclassical	MRPL36			0.743
gse210395	pbmc	monocyte_nonclassical	MRPL4			0.310
gse210395	pbmc	monocyte_nonclassical	MRPL40			0.415
gse210395	pbmc	monocyte_nonclassical	MRPL42			1.102
gse210395	pbmc	monocyte_nonclassical	MRPL43			0.455
gse210395	pbmc	monocyte_nonclassical	MRPL46			1.286
gse210395	pbmc	monocyte_nonclassical	MRPL50			1.215
gse210395	pbmc	monocyte_nonclassical	MRPL52			0.308
gse210395	pbmc	monocyte_nonclassical	MRPL57			0.627
gse210395	pbmc	monocyte_nonclassical	MRPL58			0.463
gse210395	pbmc	monocyte_nonclassical	MRPS11			0.334
gse210395	pbmc	monocyte_nonclassical	MRPS14			1.599
gse210395	pbmc	monocyte_nonclassical	MRPS16			0.658
gse210395	pbmc	monocyte_nonclassical	MRPS18A			1.096
gse210395	pbmc	monocyte_nonclassical	MRPS18B			0.535
gse210395	pbmc	monocyte_nonclassical	MRPS18C			0.857
gse210395	pbmc	monocyte_nonclassical	MRPS21			0.254
gse210395	pbmc	monocyte_nonclassical	MRPS22			0.602
gse210395	pbmc	monocyte_nonclassical	MRPS23			0.637
gse210395	pbmc	monocyte_nonclassical	MRPS25			0.506
gse210395	pbmc	monocyte_nonclassical	MRPS26			0.521
gse210395	pbmc	monocyte_nonclassical	MRPS31			1.165
gse210395	pbmc	monocyte_nonclassical	MRPS33			0.631
gse210395	pbmc	monocyte_nonclassical	MRPS35			-0.406
gse210395	pbmc	monocyte_nonclassical	MRPS36			0.286
gse210395	pbmc	monocyte_nonclassical	MRPS5			0.366
gse210395	pbmc	monocyte_nonclassical	MRPS6			0.643
gse210395	pbmc	monocyte_nonclassical	MRPS9			0.855
gse210395	pbmc	monocyte_nonclassical	MRTO4			1.249
gse210395	pbmc	monocyte_nonclassical	MRVI1			1.590
gse210395	pbmc	monocyte_nonclassical	MS4A4A			0.976
gse210395	pbmc	monocyte_nonclassical	MS4A7			0.840
gse210395	pbmc	monocyte_nonclassical	MSL1			-0.685
gse210395	pbmc	monocyte_nonclassical	MSRB1			0.755
gse210395	pbmc	monocyte_nonclassical	MSRB2			0.594
gse210395	pbmc	monocyte_nonclassical	MSRB3			3.414
gse210395	pbmc	monocyte_nonclassical	MT-CO1			-0.343
gse210395	pbmc	monocyte_nonclassical	MT-CO2			-0.299
gse210395	pbmc	monocyte_nonclassical	MT-CO3			-0.360
gse210395	pbmc	monocyte_nonclassical	MT-CYB			-0.279
gse210395	pbmc	monocyte_nonclassical	MT-ND1			-0.512
gse210395	pbmc	monocyte_nonclassical	MT-ND2			-0.389
gse210395	pbmc	monocyte_nonclassical	MT-ND4			-0.273
gse210395	pbmc	monocyte_nonclassical	MT-ND4L			-0.479
gse210395	pbmc	monocyte_nonclassical	MTCH1			-0.414
gse210395	pbmc	monocyte_nonclassical	MTCH2			0.341
gse210395	pbmc	monocyte_nonclassical	MTHFD2L			0.640
gse210395	pbmc	monocyte_nonclassical	MTHFR			-1.078
gse210395	pbmc	monocyte_nonclassical	MTHFS			0.664
gse210395	pbmc	monocyte_nonclassical	MTHFSD			0.997
gse210395	pbmc	monocyte_nonclassical	MTIF3			0.856
gse210395	pbmc	monocyte_nonclassical	MTPN			0.429
gse210395	pbmc	monocyte_nonclassical	MTRNR2L12			-0.536
gse210395	pbmc	monocyte_nonclassical	MTRNR2L8			-0.700
gse210395	pbmc	monocyte_nonclassical	MTSS1			0.505
gse210395	pbmc	monocyte_nonclassical	MTX1			0.477
gse210395	pbmc	monocyte_nonclassical	MTX2			0.829
gse210395	pbmc	monocyte_nonclassical	MUM1			0.652
gse210395	pbmc	monocyte_nonclassical	MUS81			0.771
gse210395	pbmc	monocyte_nonclassical	MXI1			-0.592
gse210395	pbmc	monocyte_nonclassical	MYBPC3			1.090
gse210395	pbmc	monocyte_nonclassical	MYC	MYC__nuc	M3	3.118
gse210395	pbmc	monocyte_nonclassical	MYCBP			0.433
gse210395	pbmc	monocyte_nonclassical	MYCBP2			0.319
gse210395	pbmc	monocyte_nonclassical	MYD88			0.385
gse210395	pbmc	monocyte_nonclassical	MYL12A			0.219
gse210395	pbmc	monocyte_nonclassical	MYL12B			0.227
gse210395	pbmc	monocyte_nonclassical	MYO9B			-0.469
gse210395	pbmc	monocyte_nonclassical	MYOF			0.811
gse210395	pbmc	monocyte_nonclassical	N4BP2L2			0.480
gse210395	pbmc	monocyte_nonclassical	NAA16			-0.701
gse210395	pbmc	monocyte_nonclassical	NAA20			0.692
gse210395	pbmc	monocyte_nonclassical	NADK			0.610
gse210395	pbmc	monocyte_nonclassical	NAGK			0.931
gse210395	pbmc	monocyte_nonclassical	NAP1L4			0.808
gse210395	pbmc	monocyte_nonclassical	NAPRT			0.652
gse210395	pbmc	monocyte_nonclassical	NAT10			0.612
gse210395	pbmc	monocyte_nonclassical	NBN			0.451
gse210395	pbmc	monocyte_nonclassical	NCAPD3			0.645
gse210395	pbmc	monocyte_nonclassical	NCBP1			0.525
gse210395	pbmc	monocyte_nonclassical	NCBP2			0.357
gse210395	pbmc	monocyte_nonclassical	NCF4			0.680
gse210395	pbmc	monocyte_nonclassical	NCOR1			0.422
gse210395	pbmc	monocyte_nonclassical	NDOR1			1.393
gse210395	pbmc	monocyte_nonclassical	NDRG1			0.412
gse210395	pbmc	monocyte_nonclassical	NDST2			-1.277
gse210395	pbmc	monocyte_nonclassical	NDUFA11			0.376
gse210395	pbmc	monocyte_nonclassical	NDUFA8			0.868
gse210395	pbmc	monocyte_nonclassical	NDUFAB1			0.411
gse210395	pbmc	monocyte_nonclassical	NDUFAF3			0.678
gse210395	pbmc	monocyte_nonclassical	NDUFB1			0.399
gse210395	pbmc	monocyte_nonclassical	NDUFB2			0.516
gse210395	pbmc	monocyte_nonclassical	NDUFB3			0.660
gse210395	pbmc	monocyte_nonclassical	NDUFB6			0.298
gse210395	pbmc	monocyte_nonclassical	NDUFB7			0.247
gse210395	pbmc	monocyte_nonclassical	NDUFB9			0.298
gse210395	pbmc	monocyte_nonclassical	NDUFC1			0.679
gse210395	pbmc	monocyte_nonclassical	NDUFS1			0.368
gse210395	pbmc	monocyte_nonclassical	NDUFS2			0.387
gse210395	pbmc	monocyte_nonclassical	NDUFS3			0.231
gse210395	pbmc	monocyte_nonclassical	NDUFS4			0.208
gse210395	pbmc	monocyte_nonclassical	NDUFS6			0.520
gse210395	pbmc	monocyte_nonclassical	NDUFV3			0.207
gse210395	pbmc	monocyte_nonclassical	NEAT1			-0.492
gse210395	pbmc	monocyte_nonclassical	NEDD8			0.478
gse210395	pbmc	monocyte_nonclassical	NEDD9			0.378
gse210395	pbmc	monocyte_nonclassical	NEK6			1.095
gse210395	pbmc	monocyte_nonclassical	NEK8			1.419
gse210395	pbmc	monocyte_nonclassical	NELFB			0.405
gse210395	pbmc	monocyte_nonclassical	NFATC1			0.352
gse210395	pbmc	monocyte_nonclassical	NFKB1			0.306
gse210395	pbmc	monocyte_nonclassical	NFKB2			-0.557
gse210395	pbmc	monocyte_nonclassical	NFKBIE			-0.674
gse210395	pbmc	monocyte_nonclassical	NFYC			0.480
gse210395	pbmc	monocyte_nonclassical	NHSL2			1.556
gse210395	pbmc	monocyte_nonclassical	NIF3L1			0.881
gse210395	pbmc	monocyte_nonclassical	NIFK			0.601
gse210395	pbmc	monocyte_nonclassical	NINJ1			-0.924
gse210395	pbmc	monocyte_nonclassical	NIP7			0.970
gse210395	pbmc	monocyte_nonclassical	NIPBL			0.362
gse210395	pbmc	monocyte_nonclassical	NIPSNAP2			-0.309
gse210395	pbmc	monocyte_nonclassical	NIT1			0.670
gse210395	pbmc	monocyte_nonclassical	NIT2			0.773
gse210395	pbmc	monocyte_nonclassical	NKAP			0.671
gse210395	pbmc	monocyte_nonclassical	NKTR			-0.241
gse210395	pbmc	monocyte_nonclassical	NLN			0.905
gse210395	pbmc	monocyte_nonclassical	NLRC4			1.428
gse210395	pbmc	monocyte_nonclassical	NLRP1			0.426
gse210395	pbmc	monocyte_nonclassical	NLRP12			1.096
gse210395	pbmc	monocyte_nonclassical	NMI			0.797
gse210395	pbmc	monocyte_nonclassical	NMNAT1			1.122
gse210395	pbmc	monocyte_nonclassical	NMT1			0.382
gse210395	pbmc	monocyte_nonclassical	NOC3L			0.903
gse210395	pbmc	monocyte_nonclassical	NOL11			0.460
gse210395	pbmc	monocyte_nonclassical	NOL4L			-0.712
gse210395	pbmc	monocyte_nonclassical	NOL7			0.394
gse210395	pbmc	monocyte_nonclassical	NOL8			0.803
gse210395	pbmc	monocyte_nonclassical	NOM1			0.777
gse210395	pbmc	monocyte_nonclassical	NOP14			0.516
gse210395	pbmc	monocyte_nonclassical	NOP16			1.302
gse210395	pbmc	monocyte_nonclassical	NOP56			0.527
gse210395	pbmc	monocyte_nonclassical	NOP58			0.346
gse210395	pbmc	monocyte_nonclassical	NPAT			0.603
gse210395	pbmc	monocyte_nonclassical	NPLOC4			-0.284
gse210395	pbmc	monocyte_nonclassical	NPM1			-0.207
gse210395	pbmc	monocyte_nonclassical	NR1D1			-1.251
gse210395	pbmc	monocyte_nonclassical	NR1D2			-0.672
gse210395	pbmc	monocyte_nonclassical	NR1H2			0.425
gse210395	pbmc	monocyte_nonclassical	NR3C1			0.262
gse210395	pbmc	monocyte_nonclassical	NR4A1			1.302
gse210395	pbmc	monocyte_nonclassical	NRIP1			-0.734
gse210395	pbmc	monocyte_nonclassical	NRROS			-0.348
gse210395	pbmc	monocyte_nonclassical	NSDHL			1.074
gse210395	pbmc	monocyte_nonclassical	NSL1			0.675
gse210395	pbmc	monocyte_nonclassical	NSMCE1			0.355
gse210395	pbmc	monocyte_nonclassical	NSMCE4A			0.556
gse210395	pbmc	monocyte_nonclassical	NT5C2			-0.406
gse210395	pbmc	monocyte_nonclassical	NTHL1			0.718
gse210395	pbmc	monocyte_nonclassical	NUAK2			-0.695
gse210395	pbmc	monocyte_nonclassical	NUBP1			0.625
gse210395	pbmc	monocyte_nonclassical	NUDC			0.540
gse210395	pbmc	monocyte_nonclassical	NUDCD1			1.519
gse210395	pbmc	monocyte_nonclassical	NUDCD2			0.425
gse210395	pbmc	monocyte_nonclassical	NUDT1			0.418
gse210395	pbmc	monocyte_nonclassical	NUDT16			0.579
gse210395	pbmc	monocyte_nonclassical	NUDT5			0.409
gse210395	pbmc	monocyte_nonclassical	NUDT9			0.623
gse210395	pbmc	monocyte_nonclassical	NUFIP2			-0.709
gse210395	pbmc	monocyte_nonclassical	NUP133			0.702
gse210395	pbmc	monocyte_nonclassical	NUP153			-0.446
gse210395	pbmc	monocyte_nonclassical	NUP214			0.425
gse210395	pbmc	monocyte_nonclassical	NUP37			1.472
gse210395	pbmc	monocyte_nonclassical	NUP93			0.373
gse210395	pbmc	monocyte_nonclassical	NUTM2A-AS1			-0.706
gse210395	pbmc	monocyte_nonclassical	NXT1			-0.820
gse210395	pbmc	monocyte_nonclassical	OARD1			0.292
gse210395	pbmc	monocyte_nonclassical	OAS1			1.274
gse210395	pbmc	monocyte_nonclassical	OAT			-0.807
gse210395	pbmc	monocyte_nonclassical	OAZ1			0.257
gse210395	pbmc	monocyte_nonclassical	OCIAD1			0.216
gse210395	pbmc	monocyte_nonclassical	OLA1			-0.456
gse210395	pbmc	monocyte_nonclassical	OLIG1			0.883
gse210395	pbmc	monocyte_nonclassical	OMA1			0.944
gse210395	pbmc	monocyte_nonclassical	OPRL1			0.706
gse210395	pbmc	monocyte_nonclassical	ORAI2			-0.865
gse210395	pbmc	monocyte_nonclassical	ORMDL2			0.792
gse210395	pbmc	monocyte_nonclassical	OSBPL8			0.531
gse210395	pbmc	monocyte_nonclassical	OSCAR			0.735
gse210395	pbmc	monocyte_nonclassical	OSGIN2			-0.750
gse210395	pbmc	monocyte_nonclassical	OST4			0.257
gse210395	pbmc	monocyte_nonclassical	OSTM1			0.647
gse210395	pbmc	monocyte_nonclassical	OTUB1			0.275
gse210395	pbmc	monocyte_nonclassical	OTUD1			0.793
gse210395	pbmc	monocyte_nonclassical	OTULINL			0.473
gse210395	pbmc	monocyte_nonclassical	OXR1			0.394
gse210395	pbmc	monocyte_nonclassical	OXSR1			0.469
gse210395	pbmc	monocyte_nonclassical	P2RX7			0.873
gse210395	pbmc	monocyte_nonclassical	P2RY13			0.596
gse210395	pbmc	monocyte_nonclassical	PABPN1			-0.213
gse210395	pbmc	monocyte_nonclassical	PAF1			0.604
gse210395	pbmc	monocyte_nonclassical	PAFAH1B2			-0.349
gse210395	pbmc	monocyte_nonclassical	PAK1			0.456
gse210395	pbmc	monocyte_nonclassical	PAK1IP1			1.219
gse210395	pbmc	monocyte_nonclassical	PAK2			0.295
gse210395	pbmc	monocyte_nonclassical	PAM			2.380
gse210395	pbmc	monocyte_nonclassical	PAQR7			-0.903
gse210395	pbmc	monocyte_nonclassical	PAQR8			2.488
gse210395	pbmc	monocyte_nonclassical	PARG			0.732
gse210395	pbmc	monocyte_nonclassical	PARK7			0.366
gse210395	pbmc	monocyte_nonclassical	PARP1			0.333
gse210395	pbmc	monocyte_nonclassical	PAXIP1-AS2			1.438
gse210395	pbmc	monocyte_nonclassical	PBRM1			0.513
gse210395	pbmc	monocyte_nonclassical	PCBP2			-0.510
gse210395	pbmc	monocyte_nonclassical	PCDH12			2.269
gse210395	pbmc	monocyte_nonclassical	PCID2			0.651
gse210395	pbmc	monocyte_nonclassical	PCIF1			-0.378
gse210395	pbmc	monocyte_nonclassical	PCK2			0.644
gse210395	pbmc	monocyte_nonclassical	PCNA			1.378
gse210395	pbmc	monocyte_nonclassical	PCNX4			0.593
gse210395	pbmc	monocyte_nonclassical	PCYOX1L			0.716
gse210395	pbmc	monocyte_nonclassical	PDCD10			0.583
gse210395	pbmc	monocyte_nonclassical	PDCD2			0.271
gse210395	pbmc	monocyte_nonclassical	PDCD2L			1.521
gse210395	pbmc	monocyte_nonclassical	PDCD6			0.769
gse210395	pbmc	monocyte_nonclassical	PDCD7			0.532
gse210395	pbmc	monocyte_nonclassical	PDCL3			0.481
gse210395	pbmc	monocyte_nonclassical	PDE7B			-1.110
gse210395	pbmc	monocyte_nonclassical	PDHA1			0.315
gse210395	pbmc	monocyte_nonclassical	PDHB			0.535
gse210395	pbmc	monocyte_nonclassical	PDHX			1.236
gse210395	pbmc	monocyte_nonclassical	PDP1			0.341
gse210395	pbmc	monocyte_nonclassical	PDPK1			-0.580
gse210395	pbmc	monocyte_nonclassical	PDZD11			0.693
gse210395	pbmc	monocyte_nonclassical	PDZD7			-2.023
gse210395	pbmc	monocyte_nonclassical	PEA15			-0.482
gse210395	pbmc	monocyte_nonclassical	PELI2			-0.378
gse210395	pbmc	monocyte_nonclassical	PER1			-1.173
gse210395	pbmc	monocyte_nonclassical	PES1			0.603
gse210395	pbmc	monocyte_nonclassical	PET100			0.235
gse210395	pbmc	monocyte_nonclassical	PEX13			-0.523
gse210395	pbmc	monocyte_nonclassical	PEX3			1.056
gse210395	pbmc	monocyte_nonclassical	PFDN6			0.590
gse210395	pbmc	monocyte_nonclassical	PGBD2			1.527
gse210395	pbmc	monocyte_nonclassical	PGP			-0.281
gse210395	pbmc	monocyte_nonclassical	PGPEP1			-1.495
gse210395	pbmc	monocyte_nonclassical	PGS1			-0.387
gse210395	pbmc	monocyte_nonclassical	PHACTR4			-0.715
gse210395	pbmc	monocyte_nonclassical	PHAX			0.640
gse210395	pbmc	monocyte_nonclassical	PHC3			-0.392
gse210395	pbmc	monocyte_nonclassical	PHF1			-0.488
gse210395	pbmc	monocyte_nonclassical	PHF12			-0.814
gse210395	pbmc	monocyte_nonclassical	PHF13			-1.313
gse210395	pbmc	monocyte_nonclassical	PHF14			0.697
gse210395	pbmc	monocyte_nonclassical	PHF20			-0.402
gse210395	pbmc	monocyte_nonclassical	PHF20L1			0.527
gse210395	pbmc	monocyte_nonclassical	PHYKPL			0.390
gse210395	pbmc	monocyte_nonclassical	PI4K2A			-0.676
gse210395	pbmc	monocyte_nonclassical	PIGBOS1			0.682
gse210395	pbmc	monocyte_nonclassical	PIGF			1.046
gse210395	pbmc	monocyte_nonclassical	PIH1D1			0.602
gse210395	pbmc	monocyte_nonclassical	PIK3AP1			0.486
gse210395	pbmc	monocyte_nonclassical	PIK3C3			0.612
gse210395	pbmc	monocyte_nonclassical	PIK3CG			-0.371
gse210395	pbmc	monocyte_nonclassical	PIK3IP1			-0.550
gse210395	pbmc	monocyte_nonclassical	PIK3R1			-0.278
gse210395	pbmc	monocyte_nonclassical	PIK3R5			-0.312
gse210395	pbmc	monocyte_nonclassical	PIM2			-1.299
gse210395	pbmc	monocyte_nonclassical	PIM3			-0.902
gse210395	pbmc	monocyte_nonclassical	PIN4			0.543
gse210395	pbmc	monocyte_nonclassical	PINX1			0.604
gse210395	pbmc	monocyte_nonclassical	PIP4K2A			0.227
gse210395	pbmc	monocyte_nonclassical	PLA2G4C			2.187
gse210395	pbmc	monocyte_nonclassical	PLAC8			0.869
gse210395	pbmc	monocyte_nonclassical	PLEKHJ1			0.207
gse210395	pbmc	monocyte_nonclassical	PLIN2			-0.461
gse210395	pbmc	monocyte_nonclassical	PLRG1			1.124
gse210395	pbmc	monocyte_nonclassical	PLXNC1			0.397
gse210395	pbmc	monocyte_nonclassical	PMAIP1			1.156
gse210395	pbmc	monocyte_nonclassical	PMM2			0.789
gse210395	pbmc	monocyte_nonclassical	PMPCA			0.448
gse210395	pbmc	monocyte_nonclassical	PMPCB			0.369
gse210395	pbmc	monocyte_nonclassical	PMS1			0.821
gse210395	pbmc	monocyte_nonclassical	PMVK			0.403
gse210395	pbmc	monocyte_nonclassical	PNKP			0.349
gse210395	pbmc	monocyte_nonclassical	PNMA1			1.192
gse210395	pbmc	monocyte_nonclassical	PNN			-0.235
gse210395	pbmc	monocyte_nonclassical	PNPLA2			-0.519
gse210395	pbmc	monocyte_nonclassical	PNPLA8			0.453
gse210395	pbmc	monocyte_nonclassical	POFUT1			0.713
gse210395	pbmc	monocyte_nonclassical	POFUT2			-0.827
gse210395	pbmc	monocyte_nonclassical	POLD3			0.699
gse210395	pbmc	monocyte_nonclassical	POLG			0.439
gse210395	pbmc	monocyte_nonclassical	POLR1A			0.788
gse210395	pbmc	monocyte_nonclassical	POLR1B			1.214
gse210395	pbmc	monocyte_nonclassical	POLR2F			0.393
gse210395	pbmc	monocyte_nonclassical	POLR2G			0.295
gse210395	pbmc	monocyte_nonclassical	POLR2H			0.546
gse210395	pbmc	monocyte_nonclassical	POLR2K			0.755
gse210395	pbmc	monocyte_nonclassical	POLR2L			0.480
gse210395	pbmc	monocyte_nonclassical	POLR3K			1.097
gse210395	pbmc	monocyte_nonclassical	POMP			0.312
gse210395	pbmc	monocyte_nonclassical	POP4			0.512
gse210395	pbmc	monocyte_nonclassical	POP5			0.565
gse210395	pbmc	monocyte_nonclassical	POU2F1			-0.748
gse210395	pbmc	monocyte_nonclassical	POU2F2			0.299
gse210395	pbmc	monocyte_nonclassical	POU5F2			0.856
gse210395	pbmc	monocyte_nonclassical	PPAN			1.000
gse210395	pbmc	monocyte_nonclassical	PPARA			-0.901
gse210395	pbmc	monocyte_nonclassical	PPCS			0.272
gse210395	pbmc	monocyte_nonclassical	PPFIA1			0.783
gse210395	pbmc	monocyte_nonclassical	PPIB			0.248
gse210395	pbmc	monocyte_nonclassical	PPID			0.763
gse210395	pbmc	monocyte_nonclassical	PPIG			0.219
gse210395	pbmc	monocyte_nonclassical	PPIL1			1.936
gse210395	pbmc	monocyte_nonclassical	PPIP5K2			0.355
gse210395	pbmc	monocyte_nonclassical	PPM1A			-0.515
gse210395	pbmc	monocyte_nonclassical	PPM1B			-0.334
gse210395	pbmc	monocyte_nonclassical	PPM1F			-0.370
gse210395	pbmc	monocyte_nonclassical	PPM1G			0.303
gse210395	pbmc	monocyte_nonclassical	PPP1R11			0.611
gse210395	pbmc	monocyte_nonclassical	PPP1R12A			0.465
gse210395	pbmc	monocyte_nonclassical	PPP1R16A			-1.042
gse210395	pbmc	monocyte_nonclassical	PPP1R21			0.703
gse210395	pbmc	monocyte_nonclassical	PPP1R7			0.437
gse210395	pbmc	monocyte_nonclassical	PPP2CB			0.509
gse210395	pbmc	monocyte_nonclassical	PPP2R1B			0.855
gse210395	pbmc	monocyte_nonclassical	PPP2R3C			0.756
gse210395	pbmc	monocyte_nonclassical	PPP2R5E			0.377
gse210395	pbmc	monocyte_nonclassical	PPP3CB			0.396
gse210395	pbmc	monocyte_nonclassical	PPP4C			0.208
gse210395	pbmc	monocyte_nonclassical	PPP4R1			-0.455
gse210395	pbmc	monocyte_nonclassical	PPTC7			-0.466
gse210395	pbmc	monocyte_nonclassical	PQLC1			-0.483
gse210395	pbmc	monocyte_nonclassical	PRDM4			0.581
gse210395	pbmc	monocyte_nonclassical	PRDX1			0.681
gse210395	pbmc	monocyte_nonclassical	PRDX3			0.333
gse210395	pbmc	monocyte_nonclassical	PRDX4			0.737
gse210395	pbmc	monocyte_nonclassical	PREPL			0.929
gse210395	pbmc	monocyte_nonclassical	PRIM1			0.814
gse210395	pbmc	monocyte_nonclassical	PRIM2			0.745
gse210395	pbmc	monocyte_nonclassical	PRKACA			-0.456
gse210395	pbmc	monocyte_nonclassical	PRKCD			0.376
gse210395	pbmc	monocyte_nonclassical	PRKD3			-0.547
gse210395	pbmc	monocyte_nonclassical	PRMT2			0.380
gse210395	pbmc	monocyte_nonclassical	PRMT9			-0.603
gse210395	pbmc	monocyte_nonclassical	PRNP			-0.580
gse210395	pbmc	monocyte_nonclassical	PROSER1			-0.586
gse210395	pbmc	monocyte_nonclassical	PRPF38A			0.606
gse210395	pbmc	monocyte_nonclassical	PRR14L			0.313
gse210395	pbmc	monocyte_nonclassical	PRR5L			1.763
gse210395	pbmc	monocyte_nonclassical	PRR7			-0.887
gse210395	pbmc	monocyte_nonclassical	PSAP			-0.239
gse210395	pbmc	monocyte_nonclassical	PSD4			0.550
gse210395	pbmc	monocyte_nonclassical	PSMA2			0.448
gse210395	pbmc	monocyte_nonclassical	PSMA3			0.569
gse210395	pbmc	monocyte_nonclassical	PSMA3-AS1			0.285
gse210395	pbmc	monocyte_nonclassical	PSMA4			0.457
gse210395	pbmc	monocyte_nonclassical	PSMA5			0.626
gse210395	pbmc	monocyte_nonclassical	PSMA7			0.354
gse210395	pbmc	monocyte_nonclassical	PSMB2			0.375
gse210395	pbmc	monocyte_nonclassical	PSMB5			0.942
gse210395	pbmc	monocyte_nonclassical	PSMB8	PSMB8__nuc	M1	0.672
gse210395	pbmc	monocyte_nonclassical	PSMB8-AS1			1.204
gse210395	pbmc	monocyte_nonclassical	PSMB9			0.860
gse210395	pbmc	monocyte_nonclassical	PSMC2			0.600
gse210395	pbmc	monocyte_nonclassical	PSMC3			0.317
gse210395	pbmc	monocyte_nonclassical	PSMC3IP			1.751
gse210395	pbmc	monocyte_nonclassical	PSMC4			0.588
gse210395	pbmc	monocyte_nonclassical	PSMC5			0.249
gse210395	pbmc	monocyte_nonclassical	PSMC6			0.489
gse210395	pbmc	monocyte_nonclassical	PSMD1			0.657
gse210395	pbmc	monocyte_nonclassical	PSMD13			0.216
gse210395	pbmc	monocyte_nonclassical	PSMD14			0.804
gse210395	pbmc	monocyte_nonclassical	PSMD4			0.306
gse210395	pbmc	monocyte_nonclassical	PSMD6			0.314
gse210395	pbmc	monocyte_nonclassical	PTAFR			1.054
gse210395	pbmc	monocyte_nonclassical	PTCD2			1.401
gse210395	pbmc	monocyte_nonclassical	PTER			0.589
gse210395	pbmc	monocyte_nonclassical	PTGER4			1.408
gse210395	pbmc	monocyte_nonclassical	PTGS2	COX_2__er	ssc_tier1	2.567
gse210395	pbmc	monocyte_nonclassical	PTP4A2			-0.295
gse210395	pbmc	monocyte_nonclassical	PTPMT1			-0.388
